PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
FRS-mediated FGFR4 signaling,Activated FGFR4 phosphorylates FRS3,R-HSA-5654653,"[Activated FGFR4:FRS3 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],Activated FGFR4:p-FRS3 [plasma membrane]]","[Activated FGFR4:FRS3 [plasma membrane],FRS3 [plasma membrane],Activated FGFR4 [plasma membrane],Activated FGFR4 bound to FGF19:BetaKlotho [plasma membrane],FGF19 [extracellular region],p-5Y-FGFR4 [plasma membrane],KLB [plasma membrane],Activated FGFR4 homodimer [plasma membrane],HS [extracellular region],FGFR4-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region]]"
Signaling by SCF-KIT,Dimerization of STATs,R-HSA-1470010,[p-JAK2:SFKs:p-KIT complex:p-STATs [plasma membrane]],[p-JAK2:SFKs:p-KIT complex:p-STAT dimers [plasma membrane]],[]
CREB phosphorylation,MAPKAPK2 phosphorylates CREB at Serine 133,R-HSA-199917,"[ATP [nucleoplasm],CREB1 [nucleoplasm]]","[ADP [nucleoplasm],p-S133-CREB1 [nucleoplasm]]","[p-T222,S272-MAPKAPK2 [nucleoplasm]]"
PLC beta mediated events,"IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol",R-HSA-169683,[Ca2+ [endoplasmic reticulum lumen]],[Ca2+ [cytosol]],"[ITPR:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],I(1,4,5)P3 [cytosol],ITPR tetramers [endoplasmic reticulum membrane],ITPR1 tetramer [endoplasmic reticulum membrane],ITPR1 [endoplasmic reticulum membrane],ITPR3 tetramer [endoplasmic reticulum membrane],ITPR3 [endoplasmic reticulum membrane],ITPR2 tetramer [endoplasmic reticulum membrane],ITPR2 [endoplasmic reticulum membrane],AHCYL1:NAD+:ITPR1:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],AHCYL1:NAD+ [endoplasmic reticulum membrane],AHCYL1 [endoplasmic reticulum membrane],NAD+ [endoplasmic reticulum lumen]]"
Activated NTRK2 signals through FRS2 and FRS3,NTRK2 activates RAS signaling through FRS2,R-HSA-9032067,"[GTP [cytosol],p21 RAS:GDP [plasma membrane]]","[GDP [cytosol],p21 RAS:GTP [plasma membrane]]","[BDNF,NTF4:p-5Y-NTRK2:p-Y-FRS2:GRB2-1:SOS1 [plasma membrane],BDNF,NTF4:p-5Y-NTRK2:p-Y-FRS2 [plasma membrane],BDNF,NTF4:p-5Y-NTRK2 [plasma membrane],BDNF:p-5Y-NTRK2 homodimer [plasma membrane],p-5Y-NTRK2 [plasma membrane],BDNF:p-5Y-NTRK2 [plasma membrane],BDNF homodimer [extracellular region],BDNF [extracellular region],NTF4:p-5Y-NTRK2 homodimer [plasma membrane],NTF4:p-5Y-NTRK2 [plasma membrane],NTF4 homodimer [extracellular region],NTF4 [extracellular region],p-Y-FRS2 [cytosol],GRB2-1:SOS1 [cytosol],SOS1 [cytosol],GRB2-1 [cytosol],BDNF,NTF4:p-5Y-NTRK2:p-Y-FRS2:PTPN11 [plasma membrane],PTPN11 [cytosol]]"
GRB2 events in ERBB2 signaling,RAS guanyl nucleotide exchange mediated by SOS1 bound to GRB2 in complex with phosphorylated ERBB4:ERBB2 heterodimers,R-HSA-1306972,"[GTP [cytosol],p21 RAS:GDP [plasma membrane]]","[GDP [cytosol],p21 RAS:GTP [plasma membrane]]","[NRGs/EGFLs:p-ERBB4:p-ERBB2:GRB2:SOS1 [plasma membrane],GRB2-1:SOS1 [cytosol],SOS1 [cytosol],GRB2-1 [cytosol],Phosphorylated ERBB2:ERBB4 heterodimers [plasma membrane],Phosphorylated ERBB2:ERBB4cyt2 heterodimers [plasma membrane],NRGs/EGFLs:p-ERBB4cyt2:p-7Y-ERBB2 [plasma membrane],NRGs/EGF-like ligands:p-ERBB4cyt2 [plasma membrane],p-Y1172,Y1226-ERBB4 JM-A CYT-2 isoform [plasma membrane],NRGs/EGF-like ligands [extracellular region],Neuregulins [extracellular region],NRG2 [extracellular region],NRG3 [extracellular region],NRG4 [extracellular region],NRG1 [extracellular region],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],BTC(32-111) [extracellular region],p-7Y-ERBB2 [plasma membrane],NRGs/EGFLs:p-ERBB4cyt2:p-6Y-ERBB2 [plasma membrane],p-6Y-ERBB2 [plasma membrane],Phosphorylated ERBB2:ERBB4cyt1 heterodimers [plasma membrane],NRGs/EGFLs:p-ERBB4cyt1:p-7Y-ERBB2 [plasma membrane],NRGs/EGF-like ligands:p-ERBB4cyt1 [plasma membrane],p-ERBB4cyt1 [plasma membrane],p-Y1046,Y1178,Y1232-ERBB4 JM-B CYT-1 isoform [plasma membrane],p-Y1056,Y1188,Y1242-ERBB4 JM-A CYT-1 isoform [plasma membrane],NRGs/EGFLs:p-ERBB4cyt1:p-6Y-ERBB2 [plasma membrane]]"
RHO GTPases Activate WASPs and WAVEs,RAC1:GTP and PIP3 bind WAVE Regulatory Complex (WRC),R-HSA-2029465,"[WAVE Regulatory Complex [cytosol],PI(3,4,5)P3 [plasma membrane],BAIAP2 [cytosol],RAC1:GTP [plasma membrane]]",[WRC:IRSp53/58:RAC1:GTP:PIP3 [plasma membrane]],[]
RAF-independent MAPK1/3 activation,"p-T,Y MAPKs dimerize",R-HSA-5674385,"[p-T,Y MAPKs [cytosol]]","[p-T,Y MAPK dimers [cytosol]]",[]
FCGR3A-mediated phagocytosis,"PI(3,4,5)P3 binds VAV1,2,3",R-HSA-434637,"[PI(3,4,5)P3 [plasma membrane],VAV1,2,3 [cytosol]]","[PIP3:VAV1,2,3 [plasma membrane]]",[]
NGF-stimulated transcription,REST binds the VGF promoter,R-HSA-9621054,"[REST [nucleoplasm],VGF gene [nucleoplasm]]",[VGF gene:REST [nucleoplasm]],[]
Negative regulation of FGFR2 signaling,p-CBL:GRB2 binds p-FRS2:activated FGFR2,R-HSA-5654729,"[Activated FGFR2:p-FRS2:p-PTPN11 [plasma membrane],p-Y371-CBL:GRB2 [cytosol]]",[Activated FGFR2:p-FRS2:p-PTPN11:p-CBL:GRB2 [plasma membrane]],[]
Signaling by PDGF,Extracellular processing of novel PDGFs,R-HSA-382061,"[Novel PDGF precursor dimers (CC, DD) [extracellular region]]","[Cleaved novel PDGF fragments [extracellular region],Active PDGF dimers (CC, DD) [extracellular region]]","[serine-type endopeptidases involved in novel PDGF processing [extracellular region],PLAT(36-562) [extracellular region],Plasmin [extracellular region],PLG(581-810) [extracellular region],PLG(20-580) [extracellular region]]"
GAB1 signalosome,Binding of GRB2 to GAB1,R-HSA-177920,"[GRB2-1 [cytosol],GAB1 [cytosol]]",[GRB2:GAB1 [cytosol]],[]
Regulation of KIT signaling,SOCS1 as a regulator of KIT signaling,R-HSA-1433410,"[p-7Y-KIT:sSCF dimer:p-7Y-KIT [plasma membrane],SOCS1 [cytosol]]",[SOCS1:p-KIT complex [plasma membrane]],[]
MET activates RAS signaling,MET phosphorylates SHC1-2,R-HSA-8851890,"[HGF:p-4Y-MET dimer:SHC1-2 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],HGF:p-4Y-MET dimer:p-Y317-SHC1-2 [plasma membrane]]","[HGF:p-4Y-MET dimer:SHC1-2 [plasma membrane],SHC1-2 [cytosol],HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane],HGF dimer:p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane],HGF dimer [extracellular region],HGF(32-494) [extracellular region],HGF(495-728) [extracellular region],p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane]]"
Downregulation of ERBB2:ERBB3 signaling,RNF41 binds neuregulin-activated ERBB3,R-HSA-1358798,"[Phosphorylated ERBB2:ERBB3 heterodimers [plasma membrane],RNF41 [cytosol]]",[NRG1/2:p-10Y-ERBB3:p-ERBB2:RNF41 [plasma membrane]],[]
FGFR2 alternative splicing,FGFR2b-specific alternative splicing produces FGFR2b transcript,R-HSA-6803836,"[capped, methylated pre-FGFR2 mRNA:CBC complex [nucleoplasm]]",[FGFR2b mature mRNA [nucleoplasm]],"[FGFR2 IIIb-specific splicing complex [nucleoplasm],capped, methylated pre-FGFR2 mRNA:CBC complex [nucleoplasm],Cap Binding Complex (CBC) [nucleoplasm],NCBP2 [nucleoplasm],NCBP1 [nucleoplasm],capped, methylated FGFR2 nascent transcript [nucleoplasm],RNA Polymerase II (unphosphorylated):TFIIF complex [nucleoplasm],TFIIF [nucleoplasm],GTF2F1 [nucleoplasm],GTF2F2 [nucleoplasm],RNA Polymerase II holoenzyme complex (unphosphorylated) [nucleoplasm],POLR2B [nucleoplasm],POLR2E [nucleoplasm],POLR2K [nucleoplasm],POLR2C [nucleoplasm],POLR2L [nucleoplasm],POLR2H [nucleoplasm],POLR2F [nucleoplasm],POLR2D [nucleoplasm],POLR2I [nucleoplasm],POLR2J [nucleoplasm],POLR2G [nucleoplasm],POLR2A [nucleoplasm],ESRP2 [nucleoplasm],hnRNPH1:hnPNPF:RBFOX2 [nucleoplasm],HNRNPF [nucleoplasm],HNRNPH1 [nucleoplasm],RBFOX2 [nucleoplasm],ESRP1 [nucleoplasm],TIA1/TIAL1 [nucleoplasm],TIAL1 [nucleoplasm],TIA1 [nucleoplasm],HNRNPM [nucleoplasm],FGFR2 IIIc-specific splicing complex [nucleoplasm],PTBP1 [nucleoplasm],HNRNPA1 [nucleoplasm]]"
ERK/MAPK targets,ERK1/2 activates ELK1,R-HSA-198731,"[ELK1 [nucleoplasm],ATP [nucleoplasm]]","[ADP [nucleoplasm],p-4S,T336-ELK1 [nucleoplasm]]","[p-T,Y MAPK dimers [nucleoplasm],p-Y185,Y187 MAPK1 dimer [nucleoplasm],p-T185,Y187-MAPK1 [nucleoplasm],p-T202, Y204 MAPK3 dimer [nucleoplasm],p-T202,Y204-MAPK3 [nucleoplasm]]"
Downregulation of ERBB4 signaling,NEDD4 binds ERBB4jmAcyt1s80 dimer,R-HSA-1973956,"[ERBB4jmAcyt1s80 dimer [cytosol],NEDD4 [cytosol]]",[ERBB4jmAcyt1s80:NEDD4 [cytosol]],[]
MET activates PI3K/AKT signaling,Activated MET binds GAB1 and GRB2,R-HSA-8851919,"[GRB2-1 [cytosol],HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane],GAB1 [cytosol]]",[HGF:p-4Y-MET dimer:GRB2-1:GAB1 [plasma membrane]],[]
Nuclear signaling by ERBB4,STMN1 gene expression is stimulated by ERBB4s80,R-HSA-9612445,[STMN1 gene [nucleoplasm]],[STMN1 [cytosol]],"[ERBB4s80:STMN1 gene [nucleoplasm],STMN1 gene [nucleoplasm],ERBB4s80 [nucleoplasm],ERBB4jmAcyt1s80 dimer [nucleoplasm],ERBB4jmAcyt1s80 [nucleoplasm],ERBB4jmAcyt2s80 dimer [nucleoplasm],ERBB4jmAcyt2s80 [nucleoplasm]]"
FCERI mediated Ca+2 mobilization,Calcium binds calmodulin,R-HSA-74448,"[CALM1 [cytosol],Ca2+ [cytosol]]",[CALM1:4xCa2+ [cytosol]],[]
Estrogen-dependent nuclear events downstream of ESR-membrane signaling,Dimerization of p-S133-CREB1,R-HSA-111916,[p-S133-CREB1 [nucleoplasm]],[p-S133-CREB1 homodimer [nucleoplasm]],[]
VEGFA-VEGFR2 Pathway,p-MAPK2/3 phosphorylates HSP27,R-HSA-5218916,"[HSP27 oligomer:F-actin [cytosol],ATP [cytosol]]","[ADP [cytosol],p-S15,S78,S82-HSP27 [cytosol],F-actin [cytosol]]","[p-S272,T222,T334-MAPKAPK2, p-S,2T-MAPKAPK3 [cytosol],p-S272,T222,T334-MAPKAPK2 [cytosol],p-S,2T-MAPKAPK3 [cytosol]]"
FRS-mediated FGFR3 signaling,Activated FGFR3:pFRS binds GRB2:SOS1,R-HSA-5654416,"[Activated FGFR3:p-FRS [plasma membrane],GRB2-1:SOS1 [cytosol]]",[Activated FGFR3:p-FRS:GRB2:SOS1 [plasma membrane]],[]
p38MAPK events,Ral-GDS binds to Ras-GTP,R-HSA-170986,"[RALGDS [cytosol],p21 RAS:GTP [plasma membrane]]",[Ras-GTP:RalGDS complex [plasma membrane]],[]
PI3K events in ERBB2 signaling,PIP2 to PIP3 conversion by PI3K bound to phosphorylated heterodimer of ERBB2 and ERBB4 CYT1,R-HSA-1306979,"[ATP [cytosol],PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane],ADP [cytosol]]","[NRGs/EGFLs:p-ERBB4cyt1:p-ERBB2:PI3K [plasma membrane],PIK3CA:PIK3R1 [cytosol],PIK3CA [cytosol],PIK3R1 [cytosol],Phosphorylated ERBB2:ERBB4cyt1 heterodimers [plasma membrane],NRGs/EGFLs:p-ERBB4cyt1:p-7Y-ERBB2 [plasma membrane],NRGs/EGF-like ligands:p-ERBB4cyt1 [plasma membrane],NRGs/EGF-like ligands [extracellular region],Neuregulins [extracellular region],NRG2 [extracellular region],NRG3 [extracellular region],NRG4 [extracellular region],NRG1 [extracellular region],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],BTC(32-111) [extracellular region],p-ERBB4cyt1 [plasma membrane],p-Y1046,Y1178,Y1232-ERBB4 JM-B CYT-1 isoform [plasma membrane],p-Y1056,Y1188,Y1242-ERBB4 JM-A CYT-1 isoform [plasma membrane],p-7Y-ERBB2 [plasma membrane],NRGs/EGFLs:p-ERBB4cyt1:p-6Y-ERBB2 [plasma membrane],p-6Y-ERBB2 [plasma membrane]]"
PI-3K cascade:FGFR1,Activated FGFR1:p-FRS2:GRB2:GAB1:PI3KR1 binds PIK3CA,R-HSA-5654591,"[Activated FGFR1:p-FRS2:GRB2:GAB1:PIK3R1 [plasma membrane],PIK3CA [cytosol]]",[Activated FGFR1:p-FRS2:GRB2:GAB1:PI3K [plasma membrane]],[]
VEGFA-VEGFR2 Pathway,p-Y420-FYN is phosphorylated on S21,R-HSA-5218854,"[ATP [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer:NCK1,NCK2:p-Y420-FYN [plasma membrane]]","[ADP [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer:NCK1,NCK2:p-S21,Y420-FYN [plasma membrane]]","[Protein kinase A catalytic subunit [cytosol],PRKACA [cytosol],PRKACB [cytosol],PRKACG [cytosol]]"
Spry regulation of FGF signaling,PPTN11 dephosphorylates SPRY2,R-HSA-1549564,[PPA2A (A:C):Y55/Y227 p-SPRY2:GRB2 [plasma membrane]],"[GRB2-1 [cytosol],PP2A(A:C):Y55/Y227-pSPRY2 [plasma membrane]]",[PTPN11 [cytosol]]
Downregulation of ERBB4 signaling,ERBB4s80 binds to SRC,R-HSA-9612219,"[ERBB4s80 [cytosol],MyrG-p-Y419-SRC [plasma membrane]]",[ERBB4s80:MyrG-p-Y419-SRC [plasma membrane]],[]
SHC1 events in ERBB4 signaling,"RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4",R-HSA-1250383,"[GTP [cytosol],p21 RAS:GDP [plasma membrane]]","[GDP [cytosol],p21 RAS:GTP [plasma membrane]]","[GRB2:SOS1:p-Y349,350-SHC1:p-ERBB4 [plasma membrane],GRB2-1:SOS1 [cytosol],SOS1 [cytosol],GRB2-1 [cytosol],p-Y349,350-SHC1:p-ERBB4 [plasma membrane],p-Y349,Y350-SHC1 [cytosol],p-ERBB4 homodimers [plasma membrane],p-ERBB4jmAcyt2 homodimer [plasma membrane],NRGs/EGF-like ligands:p-ERBB4cyt2 [plasma membrane],p-Y1172,Y1226-ERBB4 JM-A CYT-2 isoform [plasma membrane],NRGs/EGF-like ligands [extracellular region],Neuregulins [extracellular region],NRG2 [extracellular region],NRG3 [extracellular region],NRG4 [extracellular region],NRG1 [extracellular region],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],BTC(32-111) [extracellular region],p-ERBB4cyt1 homodimers [plasma membrane],p-ERBB4jmBcyt1 [plasma membrane],NRGs/EGF-like ligands:P-ERBB4jmBcyt1 [plasma membrane],p-Y1046,Y1178,Y1232-ERBB4 JM-B CYT-1 isoform [plasma membrane],p-ERBB4jmAcyt1 [plasma membrane],NRGs/EGF-like ligands:P-ERBB4jmAcyt1 [plasma membrane],p-Y1056,Y1188,Y1242-ERBB4 JM-A CYT-1 isoform [plasma membrane]]"
MET activates RAS signaling,RAS guanyl nucleotide exchange by SOS1 associated with RANBP9 and MET,R-HSA-8851877,"[GTP [cytosol],p21 RAS:GDP [plasma membrane]]","[GDP [cytosol],p21 RAS:GTP [plasma membrane]]","[HGF:p-4Y-MET dimer:RANBP9:SOS1 [plasma membrane],HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane],HGF dimer:p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane],HGF dimer [extracellular region],HGF(32-494) [extracellular region],HGF(495-728) [extracellular region],p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane],RANBP9 [cytosol],SOS1 [cytosol]]"
VEGFR2 mediated vascular permeability,PAK1-3 phosphorylates VE-cadherin,R-HSA-5357477,"[VE-cadherin-Catenin complex [plasma membrane],ATP [cytosol]]","[ADP [cytosol],p-S665-VE-cadherin-Catenin complex [plasma membrane]]","[p-S,T-PAK1,2,3 [cytosol],p-S141,T402-PAK2 [cytosol],p-S144,T423-PAK1 [cytosol],p-S154,T436-PAK3 [cytosol]]"
MET activates PTK2 signaling,PTK2 autophosphorylates,R-HSA-8874078,"[HGF:p-4Y-MET dimer:PTK2 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],HGF:p-4Y-MET dimer:p-Y397-PTK2 [plasma membrane]]","[HGF:p-4Y-MET dimer:PTK2 [plasma membrane],PTK2 [cytosol],HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane],HGF dimer:p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane],HGF dimer [extracellular region],HGF(32-494) [extracellular region],HGF(495-728) [extracellular region],p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane]]"
VEGFR2 mediated vascular permeability,Caveolin-1 dissociates from eNOS:CaM:HSP90 complex,R-HSA-202144,[eNOS:Caveolin-1:CaM:HSP90 [plasma membrane]],"[eNOS:CaM:HSP90 [plasma membrane],CAV1 [lipid droplet]]",[]
Constitutive Signaling by Overexpressed ERBB2,ERBB2 binds trastuzumab,R-HSA-9652277,"[trastuzumab [extracellular region],ERBB2:ERBIN:HSP90:CDC37 [plasma membrane]]",[ERBB2:trastuzumab:ERBIN:HSP90:CDC37 [plasma membrane]],[]
Downregulation of ERBB2 signaling,CHIP (STUB1) mediates ubiquitination of ERBB2,R-HSA-1918092,"[Ub [cytosol],ERBB2:ERBIN:HSP90:CDC37 [plasma membrane]]",[Ub-ERBB2:ERBIN:Ub-HSP90:CDC37 [plasma membrane]],[STUB1 [cytosol]]
MET activates STAT3,STAT3 binds activated MET receptor,R-HSA-8875816,"[STAT3 [cytosol],HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane]]",[HGF:p-4Y-MET dimer:STAT3 [plasma membrane]],[]
Negative regulation of FGFR2 signaling,CBL ubiquitinates FRS2 and FGFR2,R-HSA-5654677,"[Ub [cytosol],Activated FGFR2:p-FRS2:p-PTPN11:p-CBL:GRB2 [plasma membrane]]",[Ub-Activated FGFR2 complex:Ub-p-FRS2 [plasma membrane]],"[Activated FGFR2:p-FRS2:p-PTPN11:p-CBL:GRB2 [plasma membrane],p-Y371-CBL:GRB2 [cytosol],p-Y371-CBL [cytosol],GRB2-1 [cytosol],Activated FGFR2:p-FRS2:p-PTPN11 [plasma membrane],p-Y546,Y584-PTPN11 [cytosol],Activated FGFR2:p-FRS2 [plasma membrane],p-6Y-FRS2 [plasma membrane],Activated FGFR2 [plasma membrane],Activated FGFR2c homodimer bound to FGF [plasma membrane],Activated FGFR2c long homodimer  [plasma membrane],HS [extracellular region],p-8Y-FGFR2c long [plasma membrane],FGFR2c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],FGF5-1 [extracellular region],Activated FGFR2c short homodimer bound to FGF [plasma membrane],p-8Y-FGFR2-5 [plasma membrane],Activated FGFR2b homodimer bound to FGF [plasma membrane],Activated FGFR2b short homodimer bound to FGF [plasma membrane],Phosphorylated Fibroblast growth factor receptor 2b short [plasma membrane],FGFR2b-binding FGFs [extracellular region],FGF22 [extracellular region],FGF3 [extracellular region],FGF7 [extracellular region],FGF10 [extracellular region],Activated FGFR2b long homodimer  [plasma membrane],p-8Y-FGFR2-3 [plasma membrane]]"
VEGFA-VEGFR2 Pathway,SRC-1 phosphorylates SHB,R-HSA-4420128,"[ATP [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer:SHB [plasma membrane]]","[ADP [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer:p-S-SHB [plasma membrane]]",[SRC-1 [cytosol]]
Signaling by Insulin receptor,Internalisation of the insulin receptor,R-HSA-74718,[Insulin:p-6Y-Insulin receptor [plasma membrane]],[Insulin:p-6Y-insulin receptor [endosome membrane]],[]
Signaling by MST1,MST1 binds MST1R,R-HSA-6800315,"[MST1R dimer [plasma membrane],MST1 dimer [extracellular region]]",[MST1 dimer:MST1R dimer [plasma membrane]],[]
SHC-mediated cascade:FGFR4,Activated FGFR4:p-SHC1:GRB2:SOS1 activates RAS nucleotide exchange,R-HSA-5654426,"[GTP [cytosol],p21 RAS:GDP [plasma membrane]]","[GDP [cytosol],p21 RAS:GTP [plasma membrane]]","[Activated FGFR4:pY-SHC1:GRB2:SOS1 [plasma membrane],Activated FGFR4:pY-SHC1 [plasma membrane],Activated FGFR4 [plasma membrane],Activated FGFR4 bound to FGF19:BetaKlotho [plasma membrane],FGF19 [extracellular region],p-5Y-FGFR4 [plasma membrane],KLB [plasma membrane],Activated FGFR4 homodimer [plasma membrane],HS [extracellular region],FGFR4-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],p-SHC1 p46,p52 [plasma membrane],p-Y239,Y240,Y317-SHC1-2 [plasma membrane],p-Y194,Y195,Y272-SHC1-3 [plasma membrane],GRB2-1:SOS1 [cytosol],SOS1 [cytosol],GRB2-1 [cytosol]]"
PIP3 activates AKT signaling,TORC2 (mTOR) phosphorylates AKT at S473,R-HSA-198640,"[ATP [cytosol],AKT:PIP3 [plasma membrane]]","[p-S-AKT:PIP3 [plasma membrane],ADP [cytosol]]","[TORC2 complex [cytosol],MAPKAP1 [cytosol],RICTOR [cytosol],MTOR [cytosol],PRR5 [cytosol],MLST8 [cytosol],AKT:PIP3:THEM4/TRIB3 [plasma membrane],AKT:PIP3 [plasma membrane],AKT [plasma membrane],AKT2 [plasma membrane],AKT3 [plasma membrane],AKT1 [plasma membrane],PI(3,4,5)P3 [plasma membrane],THEM4/TRIB3 [plasma membrane],TRIB3 [plasma membrane],THEM4 [plasma membrane]]"
TRKA activation by NGF,beta-NGF dimer binds to TrkA receptor,R-HSA-166542,"[NTRK1 [plasma membrane],mature beta-NGF homodimer [extracellular region]]",[beta-NGF dimer:TrkA receptor [plasma membrane]],[]
CLEC7A (Dectin-1) induces NFAT activation,"IP3 binds to the IP3 receptor, opening the endoplasmic reticulum Ca2+ channel",R-HSA-169680,"[I(1,4,5)P3 [cytosol],IP3 receptor homotetramer [endoplasmic reticulum membrane]]","[ITPR:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane]]",[]
G beta:gamma signalling through PI3Kgamma,PIP3 binds to RhoA and activates it,R-HSA-202692,"[RHOA [plasma membrane],PI(3,4,5)P3 [plasma membrane]]",[PIP3:RhoA [plasma membrane]],[]
Negative regulation of FGFR1 signaling,Activated ERK1/2 threonine-phosphorylates FGFR1-associated FRS2.,R-HSA-5654560,"[ATP [cytosol],Activated FGFR1:FRS2 [plasma membrane]]","[ADP [cytosol],Activated FGFR1:p-8T-FRS2 [plasma membrane]]","[p-T,Y MAPK dimers [cytosol],p-T202, Y204 MAPK3 dimer [cytosol],p-T202,Y204-MAPK3 [cytosol],p-T185,Y187 MAPK1 dimer [cytosol],p-T185,Y187-MAPK1 [cytosol]]"
MET activates PTK2 signaling,PTK2 binds activated MET,R-HSA-8874079,"[HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane],PTK2 [cytosol]]",[HGF:p-4Y-MET dimer:PTK2 [plasma membrane]],"[Integrin alpha2beta1,alpha3:beta1:(collagen,laminin,fibronectin) [plasma membrane],Collagen, laminin, fibronectin [extracellular region],Collagen fibres [extracellular region],Collagen type I fibre [extracellular region],Collagen type III fibre [extracellular region],Collagen type XXIV fibre [extracellular region],Collagen type II fibre [extracellular region],Collagen type XXVII fibre [extracellular region],Collagen type XI fibre [extracellular region],Collagen type V fibre [extracellular region],Fibronectin matrix [extracellular region],Laminins [extracellular region],Laminin-211 [extracellular region],LAMA2 [extracellular region],LAMB1 [extracellular region],LAMC1 [extracellular region],Laminin-511 [extracellular region],LAMA5 [extracellular region],Laminin-332 [extracellular region],LAMA3 [extracellular region],LAMC2 [extracellular region],LAMB3 [extracellular region],Laminin-321 [extracellular region],LAMB2 [extracellular region],Laminin-213 [extracellular region],LAMC3 [extracellular region],Laminin-121 [extracellular region],LAMA1 [extracellular region],Laminin-221 [extracellular region],Laminin-521 [extracellular region],Laminin-311 [extracellular region],Laminin-411 [extracellular region],LAMA4 [extracellular region],Laminin-421 [extracellular region],Laminin-423 [extracellular region],Laminin-111 [extracellular region],Laminin-522 [extracellular region],Integrin alpha2beta1,alpha3beta1 [plasma membrane],Integrin alpha2beta1 [plasma membrane],ITGA2 [plasma membrane],ITGB1 [plasma membrane],Integrin alpha3beta1 [plasma membrane],ITGA3(33-1051) [plasma membrane]]"
