ReactionID,ReactionName,DiseaseID,DiseaseName
R-HSA-5678822,Defective CFTR does not transport Cl- from cytosol to extracellular region,1485,cystic fibrosis
R-HSA-8866854,VCP-catalyzed ATP hydrolysis promotes the translocation of CFTR F508del into the cytosol,1485,cystic fibrosis
R-HSA-5678992,Ivacaftor:CFTR G551D transports Cl- from cytosol to extracellular region,1485,cystic fibrosis
R-HSA-8866858,CFTR F508del is degraded by the 26S proteasome,1485,cystic fibrosis
R-HSA-5679000,Ivacaftor binds CFTR G551D,1485,cystic fibrosis
R-HSA-8866857,CFTR F508del binds components of the ERAD machinery for ubiquitination and degradation,1485,cystic fibrosis
R-HSA-8866856,RNF5 and RNF185 ubiquitinate CFTR F508del,1485,cystic fibrosis
R-HSA-5684043,Defective ABCD1 does not transfer LCFAs from cytosol to peroxisomal matrix,10588,adrenoleukodystrophy
R-HSA-5683355,Defective ABCB6 does not transport porphyrin from cytosol into mitochondria matrix,10629,microphthalmia
R-HSA-5683113,"Defective ABCC8 does not form functional KATP channels, causing hyperinsulinemic hypoglycemia",13317,hyperinsulinemic hypoglycemia
R-HSA-5683209,Activating ABCC8 mutants cause hyperglycemia in permanent neonatal diabetes mellitus (PNDM) and transient neonatal DM (TNDM).,11717,neonatal diabetes mellitus
R-HSA-5659755,Defective SLC6A18 does not transport Gly from extracellular region to cytosol,9252,amino acid metabolic disorder
R-HSA-5624256,Defective SLC17A8 does not exchange cytosolic L-Glu for synaptic vesicle H+,0050564,autosomal dominant nonsyndromic deafness
R-HSA-5625841,"Defective SLC24A1 does not exchange extracellular 4Na+ for cytosolic Ca2+, K+",0050534,congenital stationary night blindness
R-HSA-5638222,"Defective SLC2A2 does not transport Fru, Gal, Glc from cytosol to extracellular region",447,renal tubular transport disease
R-HSA-5621425,"Defective AVP mutants do not bind AVPR1A,B",12388,neurohypophyseal diabetes insipidus
R-HSA-5658195,Defective SLC5A5 does not cotransport Na+ with I- from extracellular region to cytosol,0050328,congenital hypothyroidism
R-HSA-5651971,"Defective SLC34A3 does not cotransport Pi, 2Na+",0050445,X-linked hypophosphatemia
R-HSA-5660694,"Variant SLC6A20 does not cotransport L-Pro, Na+ from extracellulare region to cytosol",9252,amino acid metabolic disorder
R-HSA-5654125,Defective SLC39A4 does not transport Zn2+ from extracellular region to cytosol,0050605,acrodermatitis enteropathica
R-HSA-5660840,"Defective SLC6A5 does not cotransport Gly, Cl-, Na+ from extracellular region to cytosol",936,brain disease
R-HSA-5659674,"Variant SLC6A14 cotransports SLC6A14 ligands, Cl-, 2Na+ from extracellular region to cytosol",9970,obesity
R-HSA-5661188,Defective SLCO2A1 does not transport PGT substrates from extracellular region to cytosol,14283,primary hypertrophic osteoarthropathy
R-HSA-5661039,Defective SLC9A6 does not exchange Na+ for H+ across the early endosome membrane,0050888,syndromic intellectual disability
R-HSA-5656248,Defective SLC4A1 does not exchange Cl- for HCO3- (in erythrocytes),12971,hereditary spherocytosis
R-HSA-5656248,Defective SLC4A1 does not exchange Cl- for HCO3- (in erythrocytes),583,hemolytic anemia
R-HSA-5656248,Defective SLC4A1 does not exchange Cl- for HCO3- (in erythrocytes),14219,renal tubular acidosis
R-HSA-5623558,"Defective SLC11A2 does not cotransport Fe2+, H+ from extracellular region to cytosol",0050642,hypochromic microcytic anemia
R-HSA-5655733,Defective SLC40A1 does not transport Fe2+ from cytosol to extracellular region,2352,hemochromatosis
R-HSA-5656219,Defective SLC4A4 does not cotransport Na+ with 3HCO3-,14219,renal tubular acidosis
R-HSA-5626270,"Defective SLC24A4 does not exchange extracellular 4Na+ for cytosolic Ca2+, K+",2187,amelogenesis imperfecta
R-HSA-5661086,Defective SLC9A9 does not exchange Na+ for H+ across the late endosome membrane,12849,autistic disorder
R-HSA-5625674,"Defective SLC22A5 does not cotransport CAR, Na+ from extracellular region to cytosol",14365,systemic primary carnitine deficiency disease
R-HSA-5623051,Defective RHAG does not transport NH4+ from cytosol to extracellular region (rbc),0050641,Rh deficiency syndrome
R-HSA-5658163,Defective SLC5A2 does not cotransport Glc and Na+ from extracellular region to cytosol,447,renal tubular transport disease
R-HSA-5632804,SLC2A1 tetramer does not transport Glc from extracellular region to cytosol,2481,infantile epileptic encephalopathy
R-HSA-5651685,"Defective SLC34A1 does not cotransport Pi, 3Na+",0050336,hypophosphatemia
R-HSA-5651685,"Defective SLC34A1 does not cotransport Pi, 3Na+",585,nephrolithiasis
R-HSA-5651685,"Defective SLC34A1 does not cotransport Pi, 3Na+",447,renal tubular transport disease
R-HSA-9035517,Defective AVP mutants do not bind AVPR2,12388,neurohypophyseal diabetes insipidus
R-HSA-5653850,"Defective SLC36A2 does not cotransport Gly, L-Pro with H+ from extracellular region to cytosol",9252,amino acid metabolic disorder
R-HSA-5627870,SLC26A4 does not transport I- from cytosol to extracellular region,12176,goiter
R-HSA-5627870,SLC26A4 does not transport I- from cytosol to extracellular region,10003,sensorineural hearing loss
R-HSA-5638209,"Defective SLC2A9 does not transport Fru, Glc, urate",447,renal tubular transport disease
R-HSA-5659734,"Defective SLC6A19 does not cotransport neutral amino acids, Na+ from extracellular region to cytosol",1060,Hartnup disease
R-HSA-5658483,"Defective SLC5A7 does not cotransport Cho, Cl-, Na+ from extracellular region to cytosol",2477,motor peripheral neuropathy
R-HSA-5651697,"Defective SLC34A2 does not cotransport Pi, 3Na+",12117,pulmonary alveolar microlithiasis
R-HSA-5625574,Defective SLC22A18 does not exchange extracellular organic cations for cytosolic H+,1324,lung cancer
R-HSA-5625574,Defective SLC22A18 does not exchange extracellular organic cations for cytosolic H+,3247,rhabdomyosarcoma
R-HSA-5625029,"SLC1A1 does not cotransport L-Glu,L-Asp,D-Asp,H+,3Na+ from extracellular region to cytosol",5419,schizophrenia
R-HSA-5625029,"SLC1A1 does not cotransport L-Glu,L-Asp,D-Asp,H+,3Na+ from extracellular region to cytosol",9252,amino acid metabolic disorder
R-HSA-5624211,"Defective SLC16A1 does not cotransport monocarboxylates, H+ from extracellular region to cytosol",655,inherited metabolic disorder
R-HSA-5625210,Defective SLC22A12 does not exchange extracellular urate for cytosolic LACT,0060158,acquired metabolic disease
R-HSA-5632871,Defective SLC2A10 does not transport Glc from extracellular region to cytosol,0050645,arterial tortuosity syndrome
R-HSA-5661198,Defective SLCO1B3 does not transport BIL from extracellular region (blood) to cytosol (hepatocyte),2741,bilirubin metabolic disorder
R-HSA-5621888,Defective HK1 does not phosphorylate Glc to form G6P,2861,congenital nonspherocytic hemolytic anemia
R-HSA-5625015,"Defective SLC1A3 does not cotransport L-Glu,L-Asp,D-Asp,H+,3Na+ from extracellular region to cytosol",963,episodic ataxia
R-HSA-5628807,Defective SLC29A3 does not transport nucleosides from lysosomal lumen to cytosol,3405,histiocytosis
R-HSA-5655760,Defective SLC40A1 does not transport Fe3+ from extracellular region to cytosol,2352,hemochromatosis
R-HSA-5621402,Defective CP does not oxidise Fe2+ to Fe3+,0050711,aceruloplasminemia
R-HSA-5649742,Defective SLC33A1 does not transport Ac-CoA from cytosol to Golgi lumen,1289,neurodegenerative disease
R-HSA-5649742,Defective SLC33A1 does not transport Ac-CoA from cytosol to Golgi lumen,83,cataract
R-HSA-5649742,Defective SLC33A1 does not transport Ac-CoA from cytosol to Golgi lumen,10003,sensorineural hearing loss
R-HSA-5649742,Defective SLC33A1 does not transport Ac-CoA from cytosol to Golgi lumen,2476,hereditary spastic paraplegia
R-HSA-5624239,"Defective SLC17A5 does not cotransport Neu5Ac, H+ from lysosomal lumen to cytosol",655,inherited metabolic disorder
R-HSA-5623806,"Defective SLC12A6 does not cotransport K+, Cl- from cytosol to extracellular region",0060053,peripheral neuropathy
R-HSA-5626356,"Defective SLC24A5 does not exchange cytosolic 4Na+ for Golgi luminal Ca2+, K+",0050632,oculocutaneous albinism
R-HSA-5651942,Defective SLC35A1 does not exchange CMP-Neu5Ac for CMP,0050571,congenital disorder of glycosylation type II
R-HSA-5660890,"Defective SLC7A9 (in SLC7A9:SLC3A1) does not exchange L-Arg, CySS-, L-Lys for L-Leu",9266,cystinuria
R-HSA-5653596,Defective SLC35C1 does not transport UDP-Fuc from cytosol to Golgi lumen,0050571,congenital disorder of glycosylation type II
R-HSA-5621918,Defective GCK does not phosphorylate Glc to form G6P,0050524,maturity-onset diabetes of the young
R-HSA-5652099,"Defective SLC35A2 does not exchange UDP-Gal, UDP-GalNAc for UMP",2481,infantile epileptic encephalopathy
R-HSA-5652099,"Defective SLC35A2 does not exchange UDP-Gal, UDP-GalNAc for UMP",0050571,congenital disorder of glycosylation type II
R-HSA-5627737,SLC26A3 does not exchange Cl- for HCO3-,0050129,secretory diarrhea
R-HSA-5623705,"Defective SLC12A3 does not cotransport Cl-, Na+ from extracellular region to cytosol",0050450,Gitelman syndrome
R-HSA-5660706,"Defective SLC6A3 does not cotransport DA, Na+ from extracellular region to cytosol",1289,neurodegenerative disease
R-HSA-5653622,Defective SLC35A3 does not exchange UDP-GlcNAc for UMP,0060037,developmental disorder of mental health
R-HSA-5653622,Defective SLC35A3 does not exchange UDP-GlcNAc for UMP,1826,epilepsy syndrome
R-HSA-5653622,Defective SLC35A3 does not exchange UDP-GlcNAc for UMP,0050646,distal arthrogryposis
R-HSA-5660910,"Defective SLC7A7 does not exchange L-Arg for L-Leu, Na+ across the plasma membrane",9252,amino acid metabolic disorder
R-HSA-5659764,"Defective SLC6A2 does not cotransport NAd, Na+ from extracellular region to cytosol",9252,amino acid metabolic disorder
R-HSA-5627891,Defective SLC27A4 does not transport LCFAs from extracellular region to cytosol,0050737,autosomal recessive disease
R-HSA-5625123,"Defective SLC20A2 does not cotransport Pi, Na+ from extracellular region to cytosol",10991,basal ganglia cerebrovascular disease
R-HSA-5661184,Defective SLCO1B1 does not transport BIL from extracellular region (blood) to cytosol (hepatocyte),2741,bilirubin metabolic disorder
R-HSA-5623588,"Defective SLC12A1 does not cotransport Na+, K+, 2Cl- from extracellular region to cytosol",445,Bartter disease
R-HSA-5661474,Defective NPC does not transport GCK1:GKRP from cytosol to nucleoplasm,3113,papillary carcinoma
R-HSA-5656356,Defective SLC5A1 does not cotransport Glc and Na+,10603,glucose intolerance
R-HSA-5655702,"Defective SLC3A1 (in SLC7A9:SLC3A1) does not exchange L-Arg, CySS-, L-Lys for L-Leu",9266,cystinuria
R-HSA-9646295,p14ARF mutant does not translocate to the nucleus,162,cancer
R-HSA-9630792,p16INK4A mutants do not bind CDK4,162,cancer
R-HSA-9630795,"p16INK4A mutants do not bind CDK4,CDK6",162,cancer
R-HSA-5228811,NFKBIA variant is not phosphorylated within IkBA:NF-kappaB,612,primary immunodeficiency disease
R-HSA-9630921,NFKBIA variant binds NFkB complex,627,severe combined immunodeficiency
R-HSA-5602712,TICAM1 deficiency blocks TLR3 pathway,612,primary immunodeficiency disease
R-HSA-5602353,IRAK4 deficiency blocks formation of the MyD88-IRAK4 Myddosome in TLR2/4 pathway,612,primary immunodeficiency disease
R-HSA-5602672,Defective IRAK4 does not bind MyD88 within the TLR2/4 complex,612,primary immunodeficiency disease
R-HSA-5262921,Defective IKBKG (NEMO) destabilizes the association of IKBKA:IKBKB:IKBKG (via TLR),612,primary immunodeficiency disease
R-HSA-5602383,Defective MyD88 does not oligomerize within the activated TLR2/4 complex,612,primary immunodeficiency disease
R-HSA-5602606,Defective MyD88 does not bind MAL(TIRAP):TLR2/4,612,primary immunodeficiency disease
R-HSA-5602472,Defective IRAK4 does not form a complex with MyD88 within the TLR5 complex,612,primary immunodeficiency disease
R-HSA-5602603,IRAK4 deficiency blocks formation of the MyD88-IRAK4 Myddosome in the TLR5 pathway,612,primary immunodeficiency disease
R-HSA-5228840,Defective IKBKB (IKK2) does not form a complex with IKBKA and IKBKG,627,severe combined immunodeficiency
R-HSA-5607838,Defective UNC93B1 does not bind TLR3,612,primary immunodeficiency disease
R-HSA-5602316,Defective MyD88 does not oligomerize within the complex of activated TLR5,612,primary immunodeficiency disease
R-HSA-5602624,Defective TRAF3 does not transmit the signal,612,primary immunodeficiency disease
R-HSA-5602549,Defective TLR3 does not bind viral dsRNA,612,primary immunodeficiency disease
R-HSA-9670014,Factor VIIIa dissociates ,12134,factor VIII deficiency
R-HSA-9668023,"TPST1,2 transfer SO4(2-) from PAPS to FVIII",12134,factor VIII deficiency
R-HSA-158137,factor VIII:von Willibrand factor multimer -> factor VIIIa + factor VIIIa B A3 acidic polypeptide + von Willibrand factor multimer,12134,factor VIII deficiency
R-HSA-5607043,factor VIIIa associates with cell membrane,12134,factor VIII deficiency
R-HSA-158118,factor VIII + von Willebrand factor multimer -> factor VIII:von Willibrand factor multimer,12134,factor VIII deficiency
R-HSA-9661625,FVIII is secreted,12134,factor VIII deficiency
R-HSA-158164,factor X -> factor Xa + factor X activation peptide (VIIIa:IXa catalyst),12134,factor VIII deficiency
R-HSA-9670673,FIX is secreted,12259,hemophilia B
R-HSA-158164,factor X -> factor Xa + factor X activation peptide (VIIIa:IXa catalyst),12259,hemophilia B
R-HSA-158333,factor IX -> factor IXa + factor IX activation peptide (factor XIa catalyst),12259,hemophilia B
R-HSA-159803,GGCX gamma-carboxylates 3D-F9(29-461) (pro-factor IX),12259,hemophilia B
R-HSA-158357,factor XIIa binds SERPING1,0060002,C1 inhibitor deficiency
R-HSA-158399,kallikrein binds SERPING1,0060002,C1 inhibitor deficiency
R-HSA-9650473,SERPING1 is secreted,0060002,C1 inhibitor deficiency
R-HSA-158164,factor X -> factor Xa + factor X activation peptide (VIIIa:IXa catalyst),2452,thrombophilia
R-HSA-186800,PI3K catalyses the phosphorylation of PIP2 to PIP3,162,cancer
R-HSA-380782,STAT binds to the active receptor,162,cancer
R-HSA-186826,GRB2:SOS1 complex binds to the active receptor,162,cancer
R-HSA-186834,SOS-mediated nucleotide exchange on RAS (PDGF receptor:GRB2:SOS),162,cancer
R-HSA-186773,PDGF dimer binds two receptors simultaneously,162,cancer
R-HSA-389083,Autophosphorylation of PDGF alpha receptors,162,cancer
R-HSA-186780,PI3-kinase binds to the active receptor,162,cancer
R-HSA-9674095,PDGFRs bind type II TKI,162,cancer
R-HSA-9674093,PDGFRs bind type I TKI,162,cancer
R-HSA-5654165,p-4Y-PLCG1 dissociates from activated FGFR1,162,cancer
R-HSA-5654569,Activated FGFR1 binds FRS2,162,cancer
R-HSA-5654569,Activated FGFR1 binds FRS2,0080006,bone development disease
R-HSA-5654586,Activated FGFR1:p-FRS binds GRB2:SOS1,162,cancer
R-HSA-5654586,Activated FGFR1:p-FRS binds GRB2:SOS1,0080006,bone development disease
R-HSA-5654149,Activated FGFR1 phosphorylates PLCG1,162,cancer
R-HSA-5654690,FGFR1-associated PI3K phosphorylates PIP2 to PIP3,162,cancer
R-HSA-5654591,Activated FGFR1:p-FRS2:GRB2:GAB1:PI3KR1 binds PIK3CA,162,cancer
R-HSA-5654690,FGFR1-associated PI3K phosphorylates PIP2 to PIP3,8552,chronic myeloid leukemia
R-HSA-190429,Autocatalytic phosphorylation of FGFR1c,162,cancer
R-HSA-190429,Autocatalytic phosphorylation of FGFR1c,0080006,bone development disease
R-HSA-190256,FGFR1c binds to FGF,162,cancer
R-HSA-5654575,Activated FGFR1 phosphorylates FRS2,162,cancer
R-HSA-5654575,Activated FGFR1 phosphorylates FRS2,0080006,bone development disease
R-HSA-5654392,Activated FGFR1:p-FRS:GRB2:SOS1 activates RAS nucleotide exchange,162,cancer
R-HSA-5654392,Activated FGFR1:p-FRS:GRB2:SOS1 activates RAS nucleotide exchange,0080006,bone development disease
R-HSA-5654591,Activated FGFR1:p-FRS2:GRB2:GAB1:PI3KR1 binds PIK3CA,0080006,bone development disease
R-HSA-5654690,FGFR1-associated PI3K phosphorylates PIP2 to PIP3,0080006,bone development disease
R-HSA-5654592,Activated FGFR1:p-FRS2 binds GRB2:GAB1:PIK3R1,162,cancer
R-HSA-5654592,Activated FGFR1:p-FRS2 binds GRB2:GAB1:PIK3R1,0080006,bone development disease
R-HSA-5654637,Activated FGFR3:p-FRS2 binds GRB2:GAB1:PIK3R1,162,cancer
R-HSA-5654408,Activated FGFR3 phosphorylates FRS2,162,cancer
R-HSA-5654416,Activated FGFR3:pFRS binds GRB2:SOS1,162,cancer
R-HSA-5654409,Activated FGFR3 binds FRS2,162,cancer
R-HSA-5654640,Activated FGFR3:p-FRS2:GRB2:GAB1:PI3KR1 binds PIK3CA,162,cancer
R-HSA-5654413,Activated FGFR3:p-FRS2:GRB2:SOS1 activates RAS nucleotide exchange,162,cancer
R-HSA-5654705,FGFR3-associated PI3K phosphorylates PIP2 to PIP3,162,cancer
R-HSA-5654408,Activated FGFR3 phosphorylates FRS2,0080006,bone development disease
R-HSA-5654640,Activated FGFR3:p-FRS2:GRB2:GAB1:PI3KR1 binds PIK3CA,0080006,bone development disease
R-HSA-5654637,Activated FGFR3:p-FRS2 binds GRB2:GAB1:PIK3R1,0080006,bone development disease
R-HSA-5654409,Activated FGFR3 binds FRS2,0080006,bone development disease
R-HSA-5654416,Activated FGFR3:pFRS binds GRB2:SOS1,0080006,bone development disease
R-HSA-5654148,p-4Y-PLCG1 dissociates from activated FGFR3,162,cancer
R-HSA-5654148,p-4Y-PLCG1 dissociates from activated FGFR3,0080006,bone development disease
R-HSA-5654224,Activated FGFR3 binds PLCG1,162,cancer
R-HSA-5654224,Activated FGFR3 binds PLCG1,0080006,bone development disease
R-HSA-5654413,Activated FGFR3:p-FRS2:GRB2:SOS1 activates RAS nucleotide exchange,0080006,bone development disease
