PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
PPARA activates gene expression,Expression of FHL2,R-HSA-1989747,[FHL2 gene [nucleoplasm]],[FHL2 [nucleoplasm]],"[PPARA:RXRA Coactivator complex [nucleoplasm],TBL1XR1 [nucleoplasm],Coactivators of PPARalpha [nucleoplasm],HELZ2 [nucleoplasm],CHD9 [nucleoplasm],NCOA1 [nucleoplasm],TGS1 [nucleoplasm],CREBBP [nucleoplasm],NCOA2 [nucleoplasm],NCOA6 [nucleoplasm],SMARCD3 [nucleoplasm],CARM1 [nucleoplasm],MED1 [nucleoplasm],Activated PPARA:RXRA [nucleoplasm],RXRA [nucleoplasm],PPARA:fatty acid (Activated PPARA) [nucleoplasm],Ligands of PPARA [nucleoplasm],Palm [nucleoplasm],EPA [nucleoplasm],ALA [nucleoplasm],LINA [nucleoplasm],AA [nucleoplasm],PPARA [nucleoplasm],Peroxisome Proliferator Receptor Element (PPRE) [nucleoplasm],TBL1X [nucleoplasm]]"
Cholesterol biosynthesis,Mevalonate is phosphorylated to mevalonate-5-phosphate,R-HSA-191380,"[ATP [cytosol],MVA [cytosol]]","[ADP [cytosol],MVA5P [cytosol]]","[MVK dimer [cytosol],MVK [cytosol]]"
Citric acid cycle (TCA cycle),isocitrate + NAD+ => alpha-ketoglutarate + CO2 + NADH + H+ [IDH3],R-HSA-70967,"[NAD+ [mitochondrial matrix],ISCIT [mitochondrial matrix]]","[2OG [mitochondrial matrix],H+ [mitochondrial matrix],NADH [mitochondrial matrix],CO2 [mitochondrial matrix]]","[IDH3 complex [mitochondrial matrix],IDH3B [mitochondrial matrix],IDH3A [mitochondrial matrix],IDH3G [mitochondrial matrix],Mn2+ [mitochondrial matrix],ADP [mitochondrial matrix]]"
Synthesis of pyrophosphates in the cytosol,"I(1,3,4,5,6)P5 is phosphorylated to 5-PP-IP4 by IP6K1/3 in the cytosol",R-HSA-1855223,"[ATP [cytosol],I(1,3,4,5,6)P5 [cytosol]]","[ADP [cytosol],5-PP-IP4 [cytosol]]","[IP6K1/3 [cytosol],IP6K1 [cytosol],IP6K3 [cytosol]]"
Fructose catabolism,ALDH1A1 oxidises GA to DGA,R-HSA-6813749,"[H2O [cytosol],GA [cytosol],NAD+ [cytosol]]","[DGA [cytosol],H+ [cytosol],NADH [cytosol]]","[ALDH1A1 tetramer [cytosol],ALDH1A1 [cytosol]]"
Acyl chain remodelling of PE,PE is hydrolyzed to 1-acyl LPE by PLA2[2],R-HSA-1482884,"[H2O [cytosol],PE [endoplasmic reticulum membrane]]","[1-acyl LPE [endoplasmic reticulum membrane],LCFA(-) [endoplasmic reticulum membrane]]","[PLA2(2) [cytosol],PLA2G4E [cytosol],PLA2G4A:Ca2+ [cytosol],Ca2+ [cytosol],PLA2G4A [cytosol],PLA2G16 [cytosol],PLBD1 [cytosol],PLA2G4F [cytosol],PLA2G4B [cytosol],PLA2G4D [cytosol],PLA2G6 [cytosol]]"
Synthesis of very long-chain fatty acyl-CoAs,"ELOVL1,2,3,5 elongate AA-CoA and Mal-CoA to 3ODCT-CoA",R-HSA-548800,"[AA-CoA [cytosol],Mal-CoA [cytosol]]","[CO2 [cytosol],3ODCT-CoA [cytosol],CoA-SH [cytosol]]","[ELOVL1,2,3,5 [endoplasmic reticulum membrane],ELOVL1 [endoplasmic reticulum membrane],ELOVL3 [endoplasmic reticulum membrane],ELOVL2 [endoplasmic reticulum membrane],ELOVL5 [endoplasmic reticulum membrane]]"
Interconversion of nucleotide di- and triphosphates,"(d)NDP + ATP <=> (d)NTP + ADP (NME1,2,3)",R-HSA-482619,"[ATP [cytosol],(d)NDP [cytosol]]","[ADP [cytosol],(d)NTP [cytosol]]","[NME1,2 hexamers [cytosol],nucleoside diphosphate kinase 3A:3B heterohexamer [cytosol],NME1 [cytosol],NME2 [cytosol],nucleoside diphosphate kinase 2A:4B heterohexamer [cytosol],nucleoside diphosphate kinase B hexamer [cytosol],nucleoside diphosphate kinase 5A:1B heterohexamer [cytosol],nucleoside diphosphate kinase 1A:5B heterohexamer [cytosol],nucleoside diphosphate kinase A hexamer [cytosol],nucleoside diphosphate kinase 4A:2B heterohexamer [cytosol]]"
Acyl chain remodelling of PC,PC is hydrolyzed to 1-acyl LPC by PLB1,R-HSA-1602399,"[H2O [extracellular region],PC [plasma membrane]]","[1-acyl LPC [plasma membrane],LCFA(-) [plasma membrane]]",[PLB1 [plasma membrane]]
Thyroxine biosynthesis,Monoiodinated tyrosine can be deiodinated,R-HSA-209921,"[NADPH [extracellular region],MIT [extracellular region]]","[L-Tyr [extracellular region],NADP+ [extracellular region],I- [extracellular region]]","[DEHAL1:FMN [plasma membrane],FMN [cytosol],IYD [plasma membrane]]"
Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR),"GGT transfers GSH to 16S,17S-epoxy-DHA to form PCTR1",R-HSA-9026901,"[GSH [cytosol],16S,17S-epoxy-DHA [cytosol]]",[PCTR1 [cytosol]],[GGT [cytosol]]
Pentose phosphate pathway,D-fructose 6-phosphate + D-erythrose 4-phosphate  <=>  sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate,R-HSA-163764,"[Fru(6)P [cytosol],E4P [cytosol]]","[GA3P [cytosol],SH7P [cytosol]]","[TALDO1 dimer [cytosol],TALDO1 [cytosol]]"
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,7alpha-hydroxycholesterol is oxidized and isomerized to 4-cholesten-7alpha-ol-3-one,R-HSA-192097,"[NAD+ [cytosol],7 alpha-hydroxycholesterol [endoplasmic reticulum membrane]]","[H+ [cytosol],4CHOL7aOLONE [endoplasmic reticulum membrane],NADH [cytosol]]",[HSD3B7 [endoplasmic reticulum membrane]]
Ethanol oxidation,acetaldehyde [cytosolic] => acetaldehyde [mitochondrial],R-HSA-449872,[CH3CHO [cytosol]],[CH3CHO [mitochondrial matrix]],[]
Nicotinamide salvaging,NNMT transfers CH3 from SAM to NAM to form MNA,R-HSA-5359451,"[NAM [cytosol],AdoMet [cytosol]]","[MNA [cytosol],AdoHcy [cytosol]]",[NNMT [cytosol]]
Pyruvate metabolism,GLO1 dimer:2xZn2+ transforms MGXL and GSH to (R)-S-LGSH,R-HSA-5694071,"[MGXL [cytosol],GSH [cytosol]]",[(R)-S-LGSH [cytosol]],"[GLO1 dimer:2xZn2+ [cytosol],Zn2+ [cytosol],GLO1 [cytosol]]"
Aflatoxin activation and detoxification,AFXBO hydrolyses non-enzymatically to AFBDHD,R-HSA-5423656,"[H2O [cytosol],AFXBO [cytosol]]",[AFBDHD [cytosol]],[]
Regulation of ornithine decarboxylase (ODC),NQO1 interaction with ODC,R-HSA-350578,"[NQO1 [cytosol],PXLP-K69-ODC1 [cytosol]]",[ODC:NQO1 complex [cytosol]],[]
Plasmalogen biosynthesis,DHRS7B reduces GO3P to HXDG3P,R-HSA-75883,"[H+ [cytosol],GO3P [cytosol],NADPH [cytosol]]","[NADP+ [cytosol],HXDG3P [cytosol]]",[DHRS7B [peroxisomal membrane]]
Threonine catabolism,PXLP-GCAT dimer ligates CoASH to 2A-3OB to form Gly and Ac-CoA,R-HSA-6798345,"[CoA-SH [mitochondrial matrix],2A-3OBU [mitochondrial matrix],ATP [mitochondrial matrix]]","[Gly [mitochondrial matrix],H+ [mitochondrial matrix],PPi [mitochondrial matrix],Ac-CoA [mitochondrial matrix]]","[PXLP-GCAT dimer:TDH tetramer [mitochondrial inner membrane],PXLP-K265-GCAT dimer [mitochondrial inner membrane],PXLP-K265-GCAT [mitochondrial inner membrane],TDH tetramer [mitochondrial inner membrane],TDH [mitochondrial inner membrane]]"
"Metabolism of ingested SeMet, Sec, MeSec into H2Se",SeCysta is hydrolysed to Sec by PXLP-K212-CTH,R-HSA-2408543,"[H2O [cytosol],SeCysta [cytosol]]","[NH3 [cytosol],2OBUTA [cytosol],Sec [cytosol]]","[PXLP-K212-CTH tetramer [cytosol],PXLP-K212-CTH [cytosol]]"
HS-GAG biosynthesis,HS2ST1 sulfates IdoA at C2 in heparan sulfate,R-HSA-2076508,"[PAPS [Golgi lumen],HS(2)-PGs [Golgi lumen]]","[PAP [Golgi lumen],HS(3)-PGs [Golgi lumen]]",[HS2ST1 [Golgi membrane]]
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,"5beta-cholestan-3alpha,7alpha,12alpha,27-tetrol is oxidized to 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al",R-HSA-192042,"[5bCHOL3a,7a,12a,27-tetrol [mitochondrial matrix],NADP+ [mitochondrial matrix]]","[H+ [mitochondrial matrix],3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al [mitochondrial matrix],NADPH [mitochondrial matrix]]",[CYP27A1 [mitochondrial matrix]]
Metabolism of folate and pterines,"MTHFS transforms 5-formyl-THFPG to 5,10-methenyl-THFPG",R-HSA-6801342,"[5-formyl-THFPG [cytosol],ATP [cytosol]]","[Pi [cytosol],H+ [cytosol],ADP [cytosol],5,10-methenyl-THFPG [cytosol]]",[MTHFS [cytosol]]
Degradation of cysteine and homocysteine,GOT2 dimer transfers amino group from L-Cys to 2OG to form 3MPYR and Glu,R-HSA-9012597,"[L-Cys [mitochondrial matrix],2OG [mitochondrial matrix]]","[3MPYR [mitochondrial matrix],L-Glu [mitochondrial matrix]]","[GOT2 dimer [mitochondrial matrix],PXLP-K279-GOT2 [mitochondrial matrix]]"
Glycogen synthesis,GYS2 catalyzes the polyglucosylation of oligoGlc-GYG2,R-HSA-3322009,"[oligoGlc-GYG2:GYS2-a tetramer [cytosol],UDP-Glc [cytosol]]","[polyGlc-GYG2:GYS2-a tetramer [cytosol],UDP [cytosol]]","[oligoGlc-GYG2:GYS2-a tetramer [cytosol],oligo((1,4)-alpha-glycosyl) GYG2 [cytosol],Mg2+ [cytosol],GYS2 [cytosol]]"
alpha-linolenic acid (ALA) metabolism,Desaturation of alpha-linoleoyl-CoA to Stearidonoyl-CoA,R-HSA-2046084,"[O2 [endoplasmic reticulum lumen],NADH [endoplasmic reticulum lumen],ALA-CoA [endoplasmic reticulum lumen]]","[NAD+ [endoplasmic reticulum lumen],H2O [endoplasmic reticulum lumen],SDA-CoA [endoplasmic reticulum lumen]]",[FADS2 [endoplasmic reticulum membrane]]
Glutamate and glutamine metabolism,ornithine + alpha-ketoglutarate <=> glutamate + L-glutamate gamma-semialdehyde [OAT],R-HSA-70654,"[2OG [mitochondrial matrix],L-Orn [mitochondrial matrix]]","[L-Glu5S [mitochondrial matrix],L-Glu [mitochondrial matrix]]","[OAT hexamer [mitochondrial matrix],PXLP-OAT(26-439) [mitochondrial matrix]]"
Pyrimidine catabolism,"CMP or TMP or UMP + H2O => cytidine, thymidine, or uridine + orthophosphate [NT5E]",R-HSA-109291,"[H2O [extracellular region],CMP, TMP, UMP [extracellular region]]","[Pi [extracellular region],Cyt-Rib, Thy-dRib, Ura-Rib [extracellular region]]","[NT5E:Zn2+ dimer [plasma membrane],Zn2+ [plasma membrane],NT5E [plasma membrane]]"
Sterols are 12-hydroxylated by CYP8B1,"CYP8B1 12-hydroxylates 4CHOL7a,27DONE",R-HSA-193845,"[H+ [cytosol],4CHOL7a,27DONE [endoplasmic reticulum membrane],O2 [cytosol],NADPH [cytosol]]","[H2O [cytosol],NADP+ [cytosol],4CHOL7a,12a,27TONE [endoplasmic reticulum membrane]]","[Cytochrome P450 (CYP8B1 based) [endoplasmic reticulum membrane],PTGIS [endoplasmic reticulum membrane],CYP8B1 [endoplasmic reticulum membrane]]"
Phosphate bond hydrolysis by NUDT proteins,NUDT1 hydrolyses 2-OH-ATP to 2-OH-AMP,R-HSA-2395872,"[H2O [cytosol],2-hydroxy-ATP [cytosol]]","[PPi [cytosol],2-hydroxy-AMP [cytosol]]","[NUDT1 [cytosol],NUDT1p21:Mg2+ [cytosol],NUDT1 p21 [cytosol],Mg2+ [cytosol],NUDT1p26:Mg2+ [cytosol],NUDT1 p26 [cytosol],NUDT1p22:Mg2+ [cytosol],NUDT1-2 [cytosol],NUDT1p18:Mg2+ [cytosol],NUDT1-4 [cytosol]]"
Metabolism of vitamin K,VKORC1 inhibitors binds VKORC1 dimer,R-HSA-9026967,"[VKORC1 dimer [endoplasmic reticulum membrane],VKORC1 inhibitors [cytosol]]",[VKORC1 inhibitors:VKORC1 dimer [endoplasmic reticulum membrane]],[]
Retinoid metabolism and transport,NREH hydrolyses atREs to atROL and FAs,R-HSA-2404140,"[CR:atREs [early endosome],H2O [early endosome]]","[atROL [cytosol],FAs [early endosome],H+ [early endosome],CR [early endosome]]",[NREH [early endosome]]
Synthesis of Leukotrienes (LT) and Eoxins (EX),EXD4 is converted to EXE4 by DPEP,R-HSA-2161868,"[H2O [cytosol],EXD4 [cytosol]]","[EXE4 [cytosol],Gly [cytosol]]",[DPEP [cytosol]]
Triglyceride catabolism,phosphorylated HSL + H2O -> HSL + orthophosphate,R-HSA-163489,"[H2O [cytosol],p-S649,S650-LIPE [cytosol]]","[Pi [cytosol],LIPE [cytosol]]",[]
Biosynthesis of DPAn-3-derived maresins,"ALOX12:Fe2+ dehydrogenates 14(S)-Hp-DPAn-3 to 13,14-epoxy-DPAn-3",R-HSA-9026007,"[14(S)-Hp-DHA [cytosol],NADP+ [cytosol]]","[13,14(S)-epoxy-DPAn-3 [cytosol],NADPH [cytosol]]","[ALOX12:Fe2+ [cytosol],ALOX12 [cytosol],Fe2+ [cytosol]]"
Xenobiotics,Coumarin is 7-hydroxylated by CYP2A13,R-HSA-211881,"[O2 [endoplasmic reticulum lumen],H+ [endoplasmic reticulum lumen],COUM [endoplasmic reticulum lumen],NADPH [endoplasmic reticulum lumen]]","[H2O [endoplasmic reticulum lumen],NADP+ [endoplasmic reticulum lumen],HCOU [endoplasmic reticulum lumen]]","[Cytochrome P450 (CYP2A13 based) [endoplasmic reticulum membrane],CYP2A7 [endoplasmic reticulum membrane],CYP2B6 [endoplasmic reticulum membrane],CYP2C8 [endoplasmic reticulum membrane],CYP2A6 [endoplasmic reticulum membrane],CYP2E1 [endoplasmic reticulum membrane],CYP2C9 [endoplasmic reticulum membrane],CYP2C19 [endoplasmic reticulum membrane],CYP2F1 [endoplasmic reticulum membrane],CYP2J2 [endoplasmic reticulum membrane],CYP2A13 [endoplasmic reticulum membrane]]"
Heme degradation,An unknown reductase reduces D-UBGN to STBN,R-HSA-9661726,"[D-UBGN [extracellular region],a reduced electron acceptor [extracellular region]]","[STBN [extracellular region],an oxidized electron acceptor [extracellular region]]",[UBGNR [extracellular region]]
Glycogen synthesis,EPM2A dimer dephosphorylates phosphoglycogen-GYG2,R-HSA-3781011,"[H2O [cytosol],EPM2A:PPP1R3C:phosphoglycogen-GYG2:GYS2-a tetramer [cytosol]]","[Pi [cytosol],EPM2A:PPP1R3C:glycogen-GYG2:GYS2-a tetramer [cytosol]]","[EPM2A:PPP1R3C:phosphoglycogen-GYG2:GYS2-a tetramer [cytosol],polysaccharide-P-GYG2 [cytosol],Mg2+ [cytosol],EPM2A dimer [cytosol],EPM2A [cytosol],PPP1R3C [cytosol],GYS2 [cytosol]]"
Recycling of bile acids and salts,"SLCO1B3 transports ALB:(GCCA, TCCA) from extracellular region to cytosol",R-HSA-194079,"[ALB:(GCCA, TCCA) [extracellular region]]","[GCCA, TCCA [cytosol],ALB [extracellular region]]",[SLCO1B3 [plasma membrane]]
Degradation of cysteine and homocysteine,CysS248-MPST:TXN2 dissociates,R-HSA-9035484,[CysS248-MPST:TXN2 [mitochondrial matrix]],"[MPST [mitochondrial matrix],HC-TXN2 [mitochondrial matrix],H2S [mitochondrial matrix]]",[]
Synthesis of 12-eicosatetraenoic acid derivatives,Arachidonic acid is oxidised to 12R-HpETE by ALOX12B,R-HSA-2161950,"[O2 [cytosol],AA [cytosol]]",[12R-HpETE [cytosol]],"[ALOX12B:Fe2+ [cytosol],ALOX12B [cytosol],Fe2+ [cytosol]]"
Synthesis of PIPs at the late endosome membrane,"PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the late endosome membrane",R-HSA-1675910,"[PI3P [late endosome membrane],ATP [cytosol]]","[PI(3,5)P2 [late endosome membrane],ADP [cytosol]]","[PIKFYVE:VAC14:FIG4 [late endosome membrane],VAC14 [late endosome membrane],PIKFYVE [late endosome membrane],FIG4 [late endosome membrane]]"
HS-GAG biosynthesis,NDST1-4 can sulfate a glucosamine residue in heparan to form heparan sulfate (HS),R-HSA-2022860,"[PAPS [Golgi lumen],Heparan(4)-PGs [Golgi lumen]]","[PAP [Golgi lumen],HS(1)-PGs [Golgi lumen]]","[NDSTs [Golgi membrane],NDST3 [Golgi membrane],NDST4 [Golgi membrane],NDST1 [Golgi membrane],NDST2 [Golgi membrane]]"
Lewis blood group biosynthesis,FUT3 transfers Fuc to Type 1 chains to form LeA,R-HSA-9603986,"[Type 1 chain [Golgi lumen],GDP-Fuc [Golgi lumen]]","[GDP [Golgi lumen],LeA [Golgi lumen]]",[FUT3 [Golgi membrane]]
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids,"Trans,cis-lauro-2,6-dienoyl-CoA is converted to cis,cis-3,6- 4-cis-decenoyl-CoA by one cycle of beta-oxidation",R-HSA-109342,"[CoA-SH [mitochondrial matrix],FAD [mitochondrial matrix],NAD+ [mitochondrial matrix],trans,cis-Lauro-2,6-dienoyl-CoA  [mitochondrial matrix],H2O [mitochondrial matrix]]","[H+ [mitochondrial matrix],Ac-CoA [mitochondrial matrix],4-cis-decenoyl-CoA [mitochondrial matrix],NADH [mitochondrial matrix],FADH2 [mitochondrial matrix]]","[Trifunctional Protein [mitochondrial matrix],HADHA [mitochondrial inner membrane],HADHB [mitochondrial inner membrane],ACADL tetramer [mitochondrial matrix],ACADL [mitochondrial matrix]]"
Nicotinamide salvaging,"PTGIS, CYP8A1 isomerise PGH2 to PGI2",R-HSA-76496,[PGH2 [endoplasmic reticulum lumen]],[PGI2 [endoplasmic reticulum lumen]],"[PTGIS,CYP8B1 [endoplasmic reticulum membrane],CYP8B1 [endoplasmic reticulum membrane],PTGIS [endoplasmic reticulum membrane]]"
PPARA activates gene expression,Expression of CPT1A,R-HSA-1801587,[CPT1A gene [nucleoplasm]],[CPT1A [mitochondrial outer membrane]],"[RORA:EP300:CPT1A gene [nucleoplasm],RORA [nucleoplasm],CPT1A gene [nucleoplasm],EP300 [nucleoplasm],PPARA:RXRA Coactivator complex [nucleoplasm],TBL1XR1 [nucleoplasm],Coactivators of PPARalpha [nucleoplasm],HELZ2 [nucleoplasm],CHD9 [nucleoplasm],NCOA1 [nucleoplasm],TGS1 [nucleoplasm],CREBBP [nucleoplasm],NCOA2 [nucleoplasm],NCOA6 [nucleoplasm],SMARCD3 [nucleoplasm],CARM1 [nucleoplasm],MED1 [nucleoplasm],Activated PPARA:RXRA [nucleoplasm],RXRA [nucleoplasm],PPARA:fatty acid (Activated PPARA) [nucleoplasm],Ligands of PPARA [nucleoplasm],Palm [nucleoplasm],EPA [nucleoplasm],ALA [nucleoplasm],LINA [nucleoplasm],AA [nucleoplasm],PPARA [nucleoplasm],Peroxisome Proliferator Receptor Element (PPRE) [nucleoplasm],TBL1X [nucleoplasm]]"
Biosynthesis of DPAn-3-derived protectins and resolvins,"ALOX5 oxidises 17(S)-Hp-DPAn-3 to 7,17-diHp-DPAn-3",R-HSA-9025996,"[O2 [cytosol],17(S)-Hp-DPAn-3 [cytosol]]","[7,17-diHp-DPAn-3 [cytosol]]",[ALOX5 [cytosol]]
Cytosolic sulfonation of small molecules,Phenol can form a sulfate conjugate,R-HSA-158849,"[PhOH [cytosol],PAPS [cytosol]]","[PAP [cytosol],Phenyl sulfate [cytosol]]","[SULT1A1 dimer [cytosol],SULT1A1 [cytosol]]"
Glycogen synthesis,GBE1 catalyzes branch formation in polyGlc-GYG1 complexed with GYS1-a,R-HSA-3322005,[polyGlc-GYG1:GYS1-a tetramer [cytosol]],[glycogen-GYG1:GYS1-a tetramer [cytosol]],[GBE1 [cytosol]]
Vitamin D (calciferol) metabolism,PIAS4 SUMOylates VDR with SUMO2,R-HSA-4546387,"[SUMO2:UBE2I [nucleoplasm],VDR [nucleoplasm]]","[SUMO2-VDR [nucleoplasm],UBE2I [nucleoplasm]]",[PIAS4 [nucleoplasm]]
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",BH4 is oxidised to the BH3 radical during the eNOS catalytic cycle,R-HSA-1497824,[BH4 [cytosol]],"[e- [cytosol],BH3. [cytosol]]",[]
Biosynthesis of E-series 18(R)-resolvins,"LTA4H:Zn2+ hydrolyses 5S,6S-epoxy-18(R)-HEPE to 18(R)-RvE1",R-HSA-9018877,"[H2O [cytosol],5S,6S-epoxy-18(R)-HEPE [cytosol]]",[18(R)-RvE1 [cytosol]],"[LTA4H:Zn2+ [cytosol],LTA4H [cytosol],Zn2+ [cytosol]]"
PPARA activates gene expression,Expression of RGL1,R-HSA-1989777,[RGL1 gene [nucleoplasm]],[RGL1 [cytosol]],"[PPARA:RXRA Coactivator complex [nucleoplasm],TBL1XR1 [nucleoplasm],Coactivators of PPARalpha [nucleoplasm],HELZ2 [nucleoplasm],CHD9 [nucleoplasm],NCOA1 [nucleoplasm],TGS1 [nucleoplasm],CREBBP [nucleoplasm],NCOA2 [nucleoplasm],NCOA6 [nucleoplasm],SMARCD3 [nucleoplasm],CARM1 [nucleoplasm],MED1 [nucleoplasm],Activated PPARA:RXRA [nucleoplasm],RXRA [nucleoplasm],PPARA:fatty acid (Activated PPARA) [nucleoplasm],Ligands of PPARA [nucleoplasm],Palm [nucleoplasm],EPA [nucleoplasm],ALA [nucleoplasm],LINA [nucleoplasm],AA [nucleoplasm],PPARA [nucleoplasm],Peroxisome Proliferator Receptor Element (PPRE) [nucleoplasm],TBL1X [nucleoplasm]]"
Synthesis of IP3 and IP4 in the cytosol,"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5[3]/ITPK1 in the cytosol",R-HSA-1855218,"[H2O [cytosol],I(1,3,4,5)P4 [cytosol]]","[Pi [cytosol],I(1,3,4)P3 [cytosol]]","[INPP5(3)/ITPK1 [cytosol],ITPK1:Mg2+ [cytosol],Mg2+ [cytosol],ITPK1 [cytosol],SYNJ1 [cytosol],INPP5J [cytosol],INPP5D [cytosol],INPPL1 [cytosol],OCRL [cytosol]]"
Synthesis of PA,PC is hydrolyzed to PA and choline by PLD1/2,R-HSA-1483182,"[H2O [cytosol],PC [endoplasmic reticulum membrane]]","[Cho [cytosol],PA [endoplasmic reticulum membrane]]","[PLD1/2 [endoplasmic reticulum membrane],PLD2 [endoplasmic reticulum membrane],PLD1 [endoplasmic reticulum membrane]]"
Selenocysteine synthesis,Sec-tRNA(Sec):EEFSEC:GTP binds to 80S Ribosome,R-HSA-2408529,"[Sec-tRNA(Sec):EEFSEC:GTP [cytosol],80S:Met-tRNAi:mRNA [cytosol],SECISBP2 [cytosol]]",[80S:Met-tRNAi:mRNA:SECISBP2:Sec-tRNA(Sec):EEFSEC:GTP [cytosol]],[]
Reversible hydration of carbon dioxide,Carbonic anhydrase dehydrates bicarbonate (cytosol),R-HSA-1475022,"[H+ [cytosol],HCO3- [cytosol]]","[H2O [cytosol],CO2 [cytosol]]","[CA1,2,3,7,13:Zinc [cytosol],CA3:Zinc [cytosol],Zn2+ [cytosol],CA3 [cytosol],CA1:Zn2+ [cytosol],CA1 [cytosol],CA13:Zinc [cytosol],CA13 [cytosol],CA2:Zn2+ [cytosol],CA2 [cytosol],CA7:Zinc [cytosol],CA7 [cytosol]]"
Nicotinate metabolism,NMRK1 phosphorylates NR to yield NMN,R-HSA-8869633,"[ATP [cytosol],NR [cytosol]]","[NMN [cytosol],H+ [cytosol],ADP [cytosol]]",[NMRK1 [cytosol]]
Biosynthesis of EPA-derived SPMs,Ac-PTGS2 dimer oxidises EPA to 18(R)-HpEPE or 18(S)-HpEPE,R-HSA-9018880,"[EPA [cytosol],O2 [cytosol]]","[18(S)-HpEPE, 18(R)-HpEPE [cytosol]]","[Ac-PTGS2 dimer [endoplasmic reticulum membrane],O-acetyl-L-serine-PTGS2 [endoplasmic reticulum membrane],PTGS2 [endoplasmic reticulum membrane],heme b [endoplasmic reticulum membrane]]"
Agmatine biosynthesis,Arginine<=>Agmatine+CO2,R-HSA-350598,[L-Arg [cytosol]],"[CO2 [cytosol],AGM [cytosol]]",[ADC [cytosol]]
Glycosphingolipid metabolism,Sphingomyelin phosphodiesterase 4 (SMPD4) hydrolyses sphingomyelin to ceramide (ER membrane),R-HSA-1606288,"[H2O [endoplasmic reticulum lumen],SPHM [endoplasmic reticulum membrane]]","[CERA [endoplasmic reticulum membrane],ChoP [endoplasmic reticulum lumen]]","[SMPD4:Mg2+ [endoplasmic reticulum membrane],Mg2+ [endoplasmic reticulum membrane],SMPD4 [endoplasmic reticulum membrane]]"
Glycosphingolipid metabolism,Glucosylceramidase 2 cleaves the glucosidic bond of glucocerebroside to form ceramide (plasma membrane),R-HSA-1861788,"[H2O [cytosol],Glucosylceramide [plasma membrane]]","[CERA [plasma membrane],Glc [cytosol]]",[GBA2 [plasma membrane]]
Activation of gene expression by SREBF (SREBP),Expression of 7-Dehydrocholesterol Reductase (DHCR7),R-HSA-1655827,[DHCR7 gene [nucleoplasm]],[DHCR7 [endoplasmic reticulum membrane]],"[SREBP1A,2:NF-Y:SP1:DHCR7 gene [nucleoplasm],SREBP1A,2 dimer [nucleoplasm],SREBF1A,2 [nucleoplasm],SREBF1-1(1-490) [nucleoplasm],SREBF2(1-484) [nucleoplasm],NF-Y [nucleoplasm],NFYA [nucleoplasm],NFYB [nucleoplasm],NFYC [nucleoplasm],DHCR7 gene [nucleoplasm],SP1 [nucleoplasm]]"
Synthesis of PC,PA is dephosphorylated to DAG by LPIN,R-HSA-1483203,"[H2O [cytosol],PA [endoplasmic reticulum membrane]]","[Pi [cytosol],DAG [endoplasmic reticulum membrane]]","[LPIN [endoplasmic reticulum membrane],LPIN2:Mg2+ [endoplasmic reticulum membrane],Mg2+ [endoplasmic reticulum membrane],LPIN2 [endoplasmic reticulum membrane],LPIN3:Mg2+ [endoplasmic reticulum membrane],LPIN3 [endoplasmic reticulum membrane],LPIN1:Mg2+ [endoplasmic reticulum membrane],LPIN1 [endoplasmic reticulum membrane]]"
Glycine degradation,AMT transfers NH2CH2 from GCSH:SAMDLL to THF,R-HSA-5693977,"[THF [mitochondrial matrix],GCSH:SAMDLL [mitochondrial matrix]]","[NH3 [mitochondrial matrix],GCSH:DHLL [mitochondrial matrix],5,10-methylene-THF [mitochondrial matrix]]",[AMT [mitochondrial matrix]]
HS-GAG biosynthesis,EXT1:EXT2 transfer GlcNAc to the heparan chain,R-HSA-2022851,"[Heparan(1)-PGs [Golgi lumen],UDP-GlcNAc [Golgi lumen]]","[UDP [Golgi lumen],Heparan(2)-PGs [Golgi lumen]]","[EXT1:EXT2 [Golgi membrane],EXT2 [Golgi membrane],EXT1 [Golgi membrane]]"
