TopLevelPathwayName,FirstLevelPathwayName,SecondLevelPathwayName,ReactionName,ReactionID
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL2RB and IL2RG are phosphorylated,R-HSA-9009700
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL15:IL15RA:IL2RB:JAK1:IL2RG:JAK3 translocates from the plasma membrane to the endosome,R-HSA-8983335
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1:GRB2 binds SOS1,SOS2",R-HSA-8983384
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-Y-STAT3:p-STAT5 translocates to the nucleus,R-HSA-8983379
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3 binds STAT3 and STAT5,R-HSA-8983378
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL15:IL15RA binds IL2RB:JAK1 and IL2RG:JAK3,R-HSA-449115
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3 binds STAT1, STAT3, STAT5A or STAT5B",R-HSA-8985929
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL2RG binds JAK3,R-HSA-451895
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL9:IL9R:JAK1:IL2RG:JAK3 phosphorylates JAK3,R-HSA-8985914
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-Y701-STAT1:p-Y705-STAT3 translocates from the cytosol to the nucleus,R-HSA-8985981
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"p-Y701-STAT1, p-Y705-STAT3, p-Y649-STAT5 dissociates from IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:p-Y705-STAT3",R-HSA-8985900
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"p-Y649-STAT5A, p-STAT5B dimerizes",R-HSA-8985950
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-Y701-STAT1 binds p-Y705-STAT3,R-HSA-8985966
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL9R is phosphorylated by IL9:IL9R:JAK1:IL2RG:p-Y904,939-JAK3",R-HSA-8985973
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL9R binds JAK1,R-HSA-9011748
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:STAT3 phosphorylates STAT1, STAT3 or STAT5",R-HSA-8985988
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL9 binds IL9R:JAK1 and IL2RG:JAK3,R-HSA-8963734
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-Y701-STAT1 dimerizes,R-HSA-8985943
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Gab2 binds the p85 subunit of Class 1A PI3 kinases,R-HSA-508247
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Phosphorylated SHC recruits GRB2:SOS1,R-HSA-453111
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,SHC1 mediates cytokine-induced phosphorylation of GAB2,R-HSA-912527
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Phosphorylated SHC1 recruits SHIP,R-HSA-913374
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Phosphorylated SHC1 recruits GRB2:GAB2,R-HSA-453104
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,The SHC1:SHIP1 complex is stabilized by GRB2,R-HSA-913424
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-2 receptor alpha binds interleukin-2,R-HSA-450054
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Within the IL-2R complex JAK3 phosphorylates JAK1,R-HSA-451942
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-STAT5 dimerizes,R-HSA-452102
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,SHC1 bound to IL2 receptor is phosphorylated,R-HSA-452100
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Phosphorylated STAT5 is released,R-HSA-919404
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,SYK binds IL2RB,R-HSA-508292
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,PTK2B is phosphorylated,R-HSA-508451
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,STAT5 dimers translocate to the nucleus,R-HSA-507937
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,PTK2B binds JAK3,R-HSA-508513
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Recruited STAT5 is phosphorylated,R-HSA-452097
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-2: IL2 receptor alpha:beta binds IL2 receptor gamma subunit,R-HSA-450063
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"Phosphorylation of IL2RB Y338, Y392 or Y510 enables STAT recruitment",R-HSA-452108
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-2 receptor alpha:IL2 binds Interleukin-2 receptor beta,R-HSA-450027
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL2RB binds JAK1,R-HSA-451900
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"JAK1 phosphorylates Y338, Y392 and Y510 of IL2RB",R-HSA-452122
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Phosphorylation of IL2RB Y338 enables SHC recruitment,R-HSA-452091
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,SYK is a substrate for JAK1,R-HSA-508282
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL21 receptor STAT binding,R-HSA-9006873
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL21 binds IL21R:JAK1,R-HSA-9005980
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL21:IL21R:JAK1 binds IL2RG:JAK3,R-HSA-9006844
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL21 receptor JAK phosphorylation,R-HSA-9006850
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL21 receptor STAT phosphorylation,R-HSA-9006870
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,PTPN11 binds CBL,R-HSA-1112690
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL6 binds IL6R,R-HSA-1067667
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,SOCS3 binds IL6ST,R-HSA-1112755
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"Tyrosine phosphorylated IL6ST binds STAT1,STAT3",R-HSA-1112565
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Serine phosphorylation of STATs,R-HSA-1112727
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL6 binds IL6R-2,R-HSA-1067640
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"Tyrosine phosphorylation of STAT1, STAT3 by IL6 receptor",R-HSA-1112602
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"Phosphorylated STAT1, STAT3 form dimers",R-HSA-1112538
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL6:IL6R-2 binds IL6ST-2,R-HSA-1067676
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Phosphorylated STATs are released,R-HSA-1112604
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"JAK1,JAK2,(TYK2) bind IL6ST",R-HSA-1067646
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL6ST is tyrosine phosphorylated,R-HSA-1112510
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,PTPN11 is phosphorylated,R-HSA-1112703
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,JAK activation,R-HSA-1112514
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL6:IL6R-2 binds IL6ST:JAK1, JAK2, (TYK2)",R-HSA-1067651
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,PTPN11 binds p-Y759-IL6ST,R-HSA-1112708
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL6:IL6R binds IL6ST:JAK1,JAK2,(TYK2)",R-HSA-1067688
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Assembly of hexameric IL-6 receptor,R-HSA-1067659
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,STAT1 and STAT3 dimers translocate to the nucleus,R-HSA-1112587
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,LIFR:JAKs bind gp130:JAKs:CNTFR,R-HSA-6783556
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL11 binds IL11RA,R-HSA-449829
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"OSM,LIF,CTF1 receptor complex binds gp130",R-HSA-6783524
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,LIF binds LIFR,R-HSA-6783681
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"OSM binds LIFR:JAKs,OSMR:JAKs",R-HSA-6783552
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,JAKs bind OSMR,R-HSA-6784204
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,gp130:JAKs bind CNTFR,R-HSA-6783530
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CRLF1 binds CLCF1,R-HSA-6783670
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL31:IL31RA:JAK1 binds OSMR:JAK1,R-HSA-448660
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CTF1 binds LIFR:JAKs,R-HSA-5696482
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,JAKs bind LIFR,R-HSA-6784189
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CRLF1:CLCF1 binds CNTRF,R-HSA-5696490
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CNTF binds CNTFR complex,R-HSA-5696491
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL11:IL11RA binds IL6ST:JAK1,JAK2,(TYK2)",R-HSA-449976
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,BRWD1 binds SMARCA4,R-HSA-8865605
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"BRWD1 binds AcK(9,14,18,79)-p(S10,T11)-histone H3",R-HSA-8865613
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL7R is phosphorylated on Y499,R-HSA-1295519
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL7:p-Y449-IL7R:JAK1:IL2RG:JAK3 binds PI3K regulatory subunits,R-HSA-1295516
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL7:p-Y449-IL7R:JAK1:IL2RG:JAK3:PI3K-regulatory subunits binds IRS1,IRS2",R-HSA-8983003
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,JAK1 binds IL7R,R-HSA-1264832
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,BRWD1 gene expression is repressed by STAT5,R-HSA-8865693
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,STAT3 is phosphorylated by TSLP:IL7R:CRLF2:STAT3 complex,R-HSA-8983059
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,TSLP binds CRLF2:IL7R,R-HSA-8983061
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-STAT5 dimers bind the BRWD1 gene promoter,R-HSA-8865626
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,JAK3 in IL7:p-Y449-IL7R:JAK1:IL2RG:JAK3 is phosphorylated,R-HSA-8983063
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL7:IL7R:JAK1 binds IL2RG:JAK3,R-HSA-449958
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3:STAT5A,STAT5B phosphorylates STAT5",R-HSA-1295540
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,RAG1:RAG2 recombinase binds immunoglobulin kappa locus in a BRWD1-dependent manner,R-HSA-8865711
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"p-STAT5A, p-STAT5B dissociate from IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3:p-STAT5A,p-STAT5B",R-HSA-6785165
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of STAT5 upregulated genes,R-HSA-8983011
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,STAT3 binds TSLP:IL7R:CRLF2,R-HSA-8983077
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL7 binds HGF(495-728) to form PPBSF,R-HSA-1266684
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-STAT3 dissociates from TSLP:IL7R:CRLF2:p-STAT3 complex,R-HSA-8983078
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"p-STAT5 binds CISH, SOCS1 and SOCS2 gene",R-HSA-9012671
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3 binds STAT5,R-HSA-9025969
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL7 binds IL7R:JAK1,R-HSA-449978
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL22:p‑Y251,p‑Y301‑IL22RA1:p‑JAK1:PTPN11:IL10RB:p‑TYK2 binds PTPN11",R-HSA-8987132
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL22:IL22RA1:JAK1 binds IL10RB:TYK2,R-HSA-8854645
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,JAK1 in IL24:IL20RA:JAK1:IL20RB is phosphorylated,R-HSA-8987129
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL20RA binds IL20RB,R-HSA-448744
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"p-Y705-STAT3 dissociates from  IL22:p-Y251,p-Y301-IL22RA1:p-JAK1:IL10RB:p-TYK2:p-Y705-STAT3",R-HSA-8987236
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL20:IL20RA:JAK1:IL20RB:p‑JAK2,p‑JAK3 binds STAT3",R-HSA-8987104
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IFNL2,IFNL3 bind IL10RB:TYK2 and IFNLR1:JAK1",R-HSA-8987105
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL22 binds IL22RA1:JAK1 receptor complex,R-HSA-448480
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL22RA2 binds IL22,R-HSA-448741
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IFNL1:p-Y343,Y517-IFNLR1:p-JAK1:IL10RB:p-TYK2:STAT1 phosphorylates STAT1, STAT2, STAT3, STAT4 and STAT5",R-HSA-8986985
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL10RB binds TYK2,R-HSA-8987223
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL19 binds IL20RA:JAK1:IL20RB,R-HSA-448728
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL20:IL20RA:JAK1:IL20RB binds JAK2,JAK3",R-HSA-8987220
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-STAT1 dimer translocates from the cytosol to the nucleoplasm,R-HSA-8987218
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-STAT1 and p-STAT3 dissociates from IL26:IL10RB:p-TYK2:IL20RA:p-JAK1,R-HSA-8987230
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL24 binds IL20RA:JAK1:IL20RB,R-HSA-8986972
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL24:IL22RA1:p-JAK1:IL20RB:STAT3 phosphorylates STAT3,R-HSA-8987096
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL24:p-IL20RA:p-JAK1:IL20RB binds STAT1,STAT3",R-HSA-8987097
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IFNL1:IFNLR1:JAK1:IL10RB:TYK2 phosphorylates JAK1,TYK2",R-HSA-8987202
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL26 binds IL20RA:JAK1,R-HSA-8986446
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-STAT3 dimerizes,R-HSA-8987214
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL19:IL20RA:JAK1:IL20RB phosphorylates JAK1,R-HSA-8987084
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL24 binds to IL22RA1:JAK1:IL20RB,R-HSA-448708
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL20 binds to IL22RA1:JAK1:IL20RB,R-HSA-9009227
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL26:IL10RB:p-TYK2:IL20RA:p-JAK1 binds STAT1, STAT3",R-HSA-8987080
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL24:IL22RA1:p-JAK1:IL20RB binds STAT3,R-HSA-8987063
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL22:p-Y251,p-Y301-IL22RA1:p-JAK1:IL10RB:p-TYK2:STAT3 phosphorylates STAT3",R-HSA-8987070
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL22:IL22RA1:JAK1:IL10RB:TYK2 phosphorylates JAK1,TYK2",R-HSA-8987042
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL22RA1 binds JAK1,R-HSA-8987043
